Jurisdiction,Week Ending Date,State Abbreviation,Year,Week,Age Group,Number of Deaths,Time Period,Type,Suppress,
United States,2/11/17,US,2017,6,Under 25 years,1212,2015-2019,Predicted (weighted),,
United States,2/18/17,US,2017,7,25-44 years,2607,2015-2019,Predicted (weighted),,
United States,2/18/17,US,2017,7,45-64 years,10966,2015-2019,Predicted (weighted),,
United States,2/18/17,US,2017,7,65-74 years,10783,2015-2019,Predicted (weighted),,
United States,2/18/17,US,2017,7,75-84 years,13704,2015-2019,Predicted (weighted),,
United States,2/18/17,US,2017,7,85 years and older,19318,2015-2019,Predicted (weighted),,
United States,2/18/17,US,2017,7,Under 25 years,1205,2015-2019,Predicted (weighted),,
United States,2/25/17,US,2017,8,25-44 years,2616,2015-2019,Predicted (weighted),,
United States,2/25/17,US,2017,8,45-64 years,10924,2015-2019,Predicted (weighted),,
United States,2/25/17,US,2017,8,65-74 years,10896,2015-2019,Predicted (weighted),,
United States,2/25/17,US,2017,8,75-84 years,13757,2015-2019,Predicted (weighted),,
United States,2/25/17,US,2017,8,85 years and older,19028,2015-2019,Predicted (weighted),,
United States,2/25/17,US,2017,8,Under 25 years,1168,2015-2019,Predicted (weighted),,
United States,3/4/17,US,2017,9,25-44 years,2660,2015-2019,Predicted (weighted),,
United States,3/4/17,US,2017,9,45-64 years,10901,2015-2019,Predicted (weighted),,
United States,3/4/17,US,2017,9,65-74 years,10693,2015-2019,Predicted (weighted),,
United States,3/4/17,US,2017,9,75-84 years,13461,2015-2019,Predicted (weighted),,
United States,3/4/17,US,2017,9,85 years and older,18417,2015-2019,Predicted (weighted),,
United States,3/4/17,US,2017,9,Under 25 years,1221,2015-2019,Predicted (weighted),,
United States,3/11/17,US,2017,10,25-44 years,2697,2015-2019,Predicted (weighted),,
United States,3/11/17,US,2017,10,45-64 years,10827,2015-2019,Predicted (weighted),,
United States,3/11/17,US,2017,10,65-74 years,10671,2015-2019,Predicted (weighted),,
United States,3/11/17,US,2017,10,75-84 years,13707,2015-2019,Predicted (weighted),,
United States,3/11/17,US,2017,10,85 years and older,18450,2015-2019,Predicted (weighted),,
United States,3/11/17,US,2017,10,Under 25 years,1238,2015-2019,Predicted (weighted),,
United States,3/18/17,US,2017,11,25-44 years,2617,2015-2019,Predicted (weighted),,
United States,3/18/17,US,2017,11,45-64 years,10835,2015-2019,Predicted (weighted),,
United States,3/18/17,US,2017,11,65-74 years,10687,2015-2019,Predicted (weighted),,
United States,3/18/17,US,2017,11,75-84 years,13456,2015-2019,Predicted (weighted),,
United States,3/18/17,US,2017,11,85 years and older,18007,2015-2019,Predicted (weighted),,
United States,3/18/17,US,2017,11,Under 25 years,1180,2015-2019,Predicted (weighted),,
United States,3/25/17,US,2017,12,25-44 years,2722,2015-2019,Predicted (weighted),,
United States,3/25/17,US,2017,12,45-64 years,10548,2015-2019,Predicted (weighted),,
United States,3/25/17,US,2017,12,65-74 years,10599,2015-2019,Predicted (weighted),,
United States,3/25/17,US,2017,12,75-84 years,13239,2015-2019,Predicted (weighted),,
United States,3/25/17,US,2017,12,85 years and older,18740,2015-2019,Predicted (weighted),,
United States,3/25/17,US,2017,12,Under 25 years,1309,2015-2019,Predicted (weighted),,
United States,4/1/17,US,2017,13,25-44 years,2629,2015-2019,Predicted (weighted),,
United States,4/1/17,US,2017,13,45-64 years,10590,2015-2019,Predicted (weighted),,
United States,4/1/17,US,2017,13,65-74 years,10501,2015-2019,Predicted (weighted),,
United States,4/1/17,US,2017,13,75-84 years,13087,2015-2019,Predicted (weighted),,
United States,4/1/17,US,2017,13,85 years and older,17793,2015-2019,Predicted (weighted),,
United States,4/1/17,US,2017,13,Under 25 years,1223,2015-2019,Predicted (weighted),,
United States,4/8/17,US,2017,14,25-44 years,2730,2015-2019,Predicted (weighted),,
United States,4/8/17,US,2017,14,45-64 years,10698,2015-2019,Predicted (weighted),,
United States,4/8/17,US,2017,14,65-74 years,10395,2015-2019,Predicted (weighted),,
United States,4/8/17,US,2017,14,75-84 years,12977,2015-2019,Predicted (weighted),,
United States,4/8/17,US,2017,14,85 years and older,17222,2015-2019,Predicted (weighted),,
United States,4/8/17,US,2017,14,Under 25 years,1240,2015-2019,Predicted (weighted),,
United States,4/15/17,US,2017,15,25-44 years,2701,2015-2019,Predicted (weighted),,
United States,4/15/17,US,2017,15,45-64 years,10530,2015-2019,Predicted (weighted),,
United States,4/15/17,US,2017,15,65-74 years,10261,2015-2019,Predicted (weighted),,
United States,4/15/17,US,2017,15,75-84 years,12934,2015-2019,Predicted (weighted),,
United States,4/15/17,US,2017,15,85 years and older,17327,2015-2019,Predicted (weighted),,
United States,4/15/17,US,2017,15,Under 25 years,1221,2015-2019,Predicted (weighted),,
United States,4/22/17,US,2017,16,25-44 years,2576,2015-2019,Predicted (weighted),,
United States,4/22/17,US,2017,16,45-64 years,10234,2015-2019,Predicted (weighted),,
United States,4/22/17,US,2017,16,65-74 years,10060,2015-2019,Predicted (weighted),,
United States,4/22/17,US,2017,16,75-84 years,12239,2015-2019,Predicted (weighted),,
United States,4/22/17,US,2017,16,85 years and older,16844,2015-2019,Predicted (weighted),,
United States,4/22/17,US,2017,16,Under 25 years,1211,2015-2019,Predicted (weighted),,
United States,4/29/17,US,2017,17,25-44 years,2642,2015-2019,Predicted (weighted),,
United States,4/29/17,US,2017,17,45-64 years,10253,2015-2019,Predicted (weighted),,
United States,4/29/17,US,2017,17,65-74 years,10082,2015-2019,Predicted (weighted),,
United States,4/29/17,US,2017,17,75-84 years,12420,2015-2019,Predicted (weighted),,
United States,4/29/17,US,2017,17,85 years and older,16729,2015-2019,Predicted (weighted),,
United States,4/29/17,US,2017,17,Under 25 years,1265,2015-2019,Predicted (weighted),,
United States,5/6/17,US,2017,18,25-44 years,2662,2015-2019,Predicted (weighted),,
United States,5/6/17,US,2017,18,45-64 years,10296,2015-2019,Predicted (weighted),,
United States,5/6/17,US,2017,18,65-74 years,10064,2015-2019,Predicted (weighted),,
United States,5/6/17,US,2017,18,75-84 years,12399,2015-2019,Predicted (weighted),,
United States,5/6/17,US,2017,18,85 years and older,16059,2015-2019,Predicted (weighted),,
United States,5/6/17,US,2017,18,Under 25 years,1270,2015-2019,Predicted (weighted),,
United States,5/13/17,US,2017,19,25-44 years,2591,2015-2019,Predicted (weighted),,
United States,5/13/17,US,2017,19,45-64 years,10251,2015-2019,Predicted (weighted),,
United States,5/13/17,US,2017,19,65-74 years,9994,2015-2019,Predicted (weighted),,
United States,5/13/17,US,2017,19,75-84 years,12275,2015-2019,Predicted (weighted),,
United States,5/13/17,US,2017,19,85 years and older,15760,2015-2019,Predicted (weighted),,
United States,5/13/17,US,2017,19,Under 25 years,1209,2015-2019,Predicted (weighted),,
United States,5/20/17,US,2017,20,25-44 years,2720,2015-2019,Predicted (weighted),,
United States,5/20/17,US,2017,20,45-64 years,10429,2015-2019,Predicted (weighted),,
United States,5/20/17,US,2017,20,65-74 years,9787,2015-2019,Predicted (weighted),,
United States,5/20/17,US,2017,20,75-84 years,12287,2015-2019,Predicted (weighted),,
United States,5/20/17,US,2017,20,85 years and older,16030,2015-2019,Predicted (weighted),,
United States,5/20/17,US,2017,20,Under 25 years,1317,2015-2019,Predicted (weighted),,
United States,5/27/17,US,2017,21,25-44 years,2620,2015-2019,Predicted (weighted),,
United States,5/27/17,US,2017,21,45-64 years,9911,2015-2019,Predicted (weighted),,
United States,5/27/17,US,2017,21,65-74 years,9782,2015-2019,Predicted (weighted),,
United States,5/27/17,US,2017,21,75-84 years,11876,2015-2019,Predicted (weighted),,
United States,5/27/17,US,2017,21,85 years and older,15608,2015-2019,Predicted (weighted),,
United States,5/27/17,US,2017,21,Under 25 years,1294,2015-2019,Predicted (weighted),,
United States,6/3/17,US,2017,22,25-44 years,2813,2015-2019,Predicted (weighted),,
United States,6/3/17,US,2017,22,45-64 years,10074,2015-2019,Predicted (weighted),,
United States,6/3/17,US,2017,22,65-74 years,9560,2015-2019,Predicted (weighted),,
United States,6/3/17,US,2017,22,75-84 years,11920,2015-2019,Predicted (weighted),,
United States,6/3/17,US,2017,22,85 years and older,15701,2015-2019,Predicted (weighted),,
United States,6/3/17,US,2017,22,Under 25 years,1293,2015-2019,Predicted (weighted),,
United States,6/10/17,US,2017,23,25-44 years,2696,2015-2019,Predicted (weighted),,
United States,6/10/17,US,2017,23,45-64 years,10212,2015-2019,Predicted (weighted),,
United States,6/10/17,US,2017,23,65-74 years,9704,2015-2019,Predicted (weighted),,
United States,6/10/17,US,2017,23,75-84 years,11896,2015-2019,Predicted (weighted),,
United States,6/10/17,US,2017,23,85 years and older,15701,2015-2019,Predicted (weighted),,
United States,6/10/17,US,2017,23,Under 25 years,1304,2015-2019,Predicted (weighted),,
United States,6/17/17,US,2017,24,25-44 years,2703,2015-2019,Predicted (weighted),,
United States,6/17/17,US,2017,24,45-64 years,10216,2015-2019,Predicted (weighted),,
United States,6/17/17,US,2017,24,65-74 years,9626,2015-2019,Predicted (weighted),,
United States,6/17/17,US,2017,24,75-84 years,11835,2015-2019,Predicted (weighted),,
United States,6/17/17,US,2017,24,85 years and older,15247,2015-2019,Predicted (weighted),,
United States,6/17/17,US,2017,24,Under 25 years,1288,2015-2019,Predicted (weighted),,
United States,6/24/17,US,2017,25,25-44 years,2777,2015-2019,Predicted (weighted),,
United States,6/24/17,US,2017,25,45-64 years,10301,2015-2019,Predicted (weighted),,
United States,6/24/17,US,2017,25,65-74 years,9857,2015-2019,Predicted (weighted),,
United States,6/24/17,US,2017,25,75-84 years,11699,2015-2019,Predicted (weighted),,
United States,6/24/17,US,2017,25,85 years and older,15313,2015-2019,Predicted (weighted),,
United States,6/24/17,US,2017,25,Under 25 years,1375,2015-2019,Predicted (weighted),,
United States,7/1/17,US,2017,26,25-44 years,2736,2015-2019,Predicted (weighted),,
United States,7/1/17,US,2017,26,45-64 years,10221,2015-2019,Predicted (weighted),,
United States,7/1/17,US,2017,26,65-74 years,9726,2015-2019,Predicted (weighted),,
United States,7/1/17,US,2017,26,75-84 years,11830,2015-2019,Predicted (weighted),,
United States,7/1/17,US,2017,26,85 years and older,14987,2015-2019,Predicted (weighted),,
United States,7/1/17,US,2017,26,Under 25 years,1237,2015-2019,Predicted (weighted),,
United States,7/8/17,US,2017,27,25-44 years,2806,2015-2019,Predicted (weighted),,
United States,7/8/17,US,2017,27,45-64 years,10534,2015-2019,Predicted (weighted),,
United States,7/8/17,US,2017,27,65-74 years,9774,2015-2019,Predicted (weighted),,
United States,7/8/17,US,2017,27,75-84 years,11517,2015-2019,Predicted (weighted),,
United States,7/8/17,US,2017,27,85 years and older,15247,2015-2019,Predicted (weighted),,
United States,7/8/17,US,2017,27,Under 25 years,1208,2015-2019,Predicted (weighted),,
United States,7/15/17,US,2017,28,25-44 years,2718,2015-2019,Predicted (weighted),,
United States,7/15/17,US,2017,28,45-64 years,10016,2015-2019,Predicted (weighted),,
United States,7/15/17,US,2017,28,65-74 years,9542,2015-2019,Predicted (weighted),,
United States,7/15/17,US,2017,28,75-84 years,11615,2015-2019,Predicted (weighted),,
United States,7/15/17,US,2017,28,85 years and older,14942,2015-2019,Predicted (weighted),,
United States,7/15/17,US,2017,28,Under 25 years,1280,2015-2019,Predicted (weighted),,
United States,7/22/17,US,2017,29,25-44 years,2720,2015-2019,Predicted (weighted),,
United States,7/22/17,US,2017,29,45-64 years,9985,2015-2019,Predicted (weighted),,
United States,7/22/17,US,2017,29,65-74 years,9721,2015-2019,Predicted (weighted),,
United States,7/22/17,US,2017,29,75-84 years,11737,2015-2019,Predicted (weighted),,
United States,7/22/17,US,2017,29,85 years and older,14856,2015-2019,Predicted (weighted),,
United States,7/22/17,US,2017,29,Under 25 years,1215,2015-2019,Predicted (weighted),,
United States,7/29/17,US,2017,30,25-44 years,2751,2015-2019,Predicted (weighted),,
United States,7/29/17,US,2017,30,45-64 years,9695,2015-2019,Predicted (weighted),,
United States,7/29/17,US,2017,30,65-74 years,9467,2015-2019,Predicted (weighted),,
United States,7/29/17,US,2017,30,75-84 years,11403,2015-2019,Predicted (weighted),,
United States,7/29/17,US,2017,30,85 years and older,14889,2015-2019,Predicted (weighted),,
United States,7/29/17,US,2017,30,Under 25 years,1280,2015-2019,Predicted (weighted),,
United States,8/5/17,US,2017,31,25-44 years,2745,2015-2019,Predicted (weighted),,
United States,8/5/17,US,2017,31,45-64 years,9980,2015-2019,Predicted (weighted),,
United States,8/5/17,US,2017,31,65-74 years,9560,2015-2019,Predicted (weighted),,
United States,8/5/17,US,2017,31,75-84 years,11600,2015-2019,Predicted (weighted),,
United States,8/5/17,US,2017,31,85 years and older,15088,2015-2019,Predicted (weighted),,
United States,8/5/17,US,2017,31,Under 25 years,1231,2015-2019,Predicted (weighted),,
United States,8/12/17,US,2017,32,25-44 years,2804,2015-2019,Predicted (weighted),,
United States,8/12/17,US,2017,32,45-64 years,10072,2015-2019,Predicted (weighted),,
United States,8/12/17,US,2017,32,65-74 years,9645,2015-2019,Predicted (weighted),,
United States,8/12/17,US,2017,32,75-84 years,11472,2015-2019,Predicted (weighted),,
United States,8/12/17,US,2017,32,85 years and older,15117,2015-2019,Predicted (weighted),,
United States,8/12/17,US,2017,32,Under 25 years,1243,2015-2019,Predicted (weighted),,
United States,8/19/17,US,2017,33,25-44 years,2725,2015-2019,Predicted (weighted),,
United States,8/19/17,US,2017,33,45-64 years,10013,2015-2019,Predicted (weighted),,
United States,8/19/17,US,2017,33,65-74 years,9670,2015-2019,Predicted (weighted),,
United States,8/19/17,US,2017,33,75-84 years,11627,2015-2019,Predicted (weighted),,
United States,8/19/17,US,2017,33,85 years and older,15066,2015-2019,Predicted (weighted),,
United States,8/19/17,US,2017,33,Under 25 years,1196,2015-2019,Predicted (weighted),,
United States,8/26/17,US,2017,34,25-44 years,2646,2015-2019,Predicted (weighted),,
United States,8/26/17,US,2017,34,45-64 years,9917,2015-2019,Predicted (weighted),,
United States,8/26/17,US,2017,34,65-74 years,9285,2015-2019,Predicted (weighted),,
United States,8/26/17,US,2017,34,75-84 years,11624,2015-2019,Predicted (weighted),,
United States,8/26/17,US,2017,34,85 years and older,14954,2015-2019,Predicted (weighted),,
United States,8/26/17,US,2017,34,Under 25 years,1229,2015-2019,Predicted (weighted),,
United States,9/2/17,US,2017,35,25-44 years,2711,2015-2019,Predicted (weighted),,
United States,9/2/17,US,2017,35,45-64 years,10079,2015-2019,Predicted (weighted),,
United States,9/2/17,US,2017,35,65-74 years,9852,2015-2019,Predicted (weighted),,
United States,9/2/17,US,2017,35,75-84 years,11855,2015-2019,Predicted (weighted),,
United States,9/2/17,US,2017,35,85 years and older,15289,2015-2019,Predicted (weighted),,
United States,9/2/17,US,2017,35,Under 25 years,1166,2015-2019,Predicted (weighted),,
United States,9/9/17,US,2017,36,25-44 years,2757,2015-2019,Predicted (weighted),,
United States,9/9/17,US,2017,36,45-64 years,10245,2015-2019,Predicted (weighted),,
United States,9/9/17,US,2017,36,65-74 years,9753,2015-2019,Predicted (weighted),,
United States,9/9/17,US,2017,36,75-84 years,11754,2015-2019,Predicted (weighted),,
United States,9/9/17,US,2017,36,85 years and older,15376,2015-2019,Predicted (weighted),,
United States,9/9/17,US,2017,36,Under 25 years,1215,2015-2019,Predicted (weighted),,
United States,9/16/17,US,2017,37,25-44 years,2657,2015-2019,Predicted (weighted),,
United States,9/16/17,US,2017,37,45-64 years,10136,2015-2019,Predicted (weighted),,
United States,9/16/17,US,2017,37,65-74 years,9941,2015-2019,Predicted (weighted),,
United States,9/16/17,US,2017,37,75-84 years,11947,2015-2019,Predicted (weighted),,
United States,9/16/17,US,2017,37,85 years and older,15924,2015-2019,Predicted (weighted),,
United States,9/16/17,US,2017,37,Under 25 years,1210,2015-2019,Predicted (weighted),,
United States,9/23/17,US,2017,38,25-44 years,2734,2015-2019,Predicted (weighted),,
United States,9/23/17,US,2017,38,45-64 years,10082,2015-2019,Predicted (weighted),,
United States,9/23/17,US,2017,38,65-74 years,9756,2015-2019,Predicted (weighted),,
United States,9/23/17,US,2017,38,75-84 years,11908,2015-2019,Predicted (weighted),,
United States,9/23/17,US,2017,38,85 years and older,15622,2015-2019,Predicted (weighted),,
United States,9/23/17,US,2017,38,Under 25 years,1246,2015-2019,Predicted (weighted),,
United States,9/30/17,US,2017,39,25-44 years,2742,2015-2019,Predicted (weighted),,
United States,9/30/17,US,2017,39,45-64 years,10027,2015-2019,Predicted (weighted),,
United States,9/30/17,US,2017,39,65-74 years,9806,2015-2019,Predicted (weighted),,
United States,9/30/17,US,2017,39,75-84 years,11848,2015-2019,Predicted (weighted),,
United States,9/30/17,US,2017,39,85 years and older,15781,2015-2019,Predicted (weighted),,
United States,9/30/17,US,2017,39,Under 25 years,1259,2015-2019,Predicted (weighted),,
United States,10/7/17,US,2017,40,25-44 years,2710,2015-2019,Predicted (weighted),,
United States,10/7/17,US,2017,40,45-64 years,10292,2015-2019,Predicted (weighted),,
United States,10/7/17,US,2017,40,65-74 years,9786,2015-2019,Predicted (weighted),,
United States,10/7/17,US,2017,40,75-84 years,12210,2015-2019,Predicted (weighted),,
United States,10/7/17,US,2017,40,85 years and older,16020,2015-2019,Predicted (weighted),,
United States,10/7/17,US,2017,40,Under 25 years,1211,2015-2019,Predicted (weighted),,
United States,10/14/17,US,2017,41,25-44 years,2696,2015-2019,Predicted (weighted),,
United States,10/14/17,US,2017,41,45-64 years,10137,2015-2019,Predicted (weighted),,
United States,10/14/17,US,2017,41,65-74 years,9815,2015-2019,Predicted (weighted),,
United States,10/14/17,US,2017,41,75-84 years,12124,2015-2019,Predicted (weighted),,
United States,10/14/17,US,2017,41,85 years and older,15777,2015-2019,Predicted (weighted),,
United States,10/14/17,US,2017,41,Under 25 years,1146,2015-2019,Predicted (weighted),,
United States,10/21/17,US,2017,42,25-44 years,2560,2015-2019,Predicted (weighted),,
United States,10/21/17,US,2017,42,45-64 years,10234,2015-2019,Predicted (weighted),,
United States,10/21/17,US,2017,42,65-74 years,10023,2015-2019,Predicted (weighted),,
United States,10/21/17,US,2017,42,75-84 years,12230,2015-2019,Predicted (weighted),,
United States,10/21/17,US,2017,42,85 years and older,16101,2015-2019,Predicted (weighted),,
United States,10/21/17,US,2017,42,Under 25 years,1201,2015-2019,Predicted (weighted),,
United States,10/28/17,US,2017,43,25-44 years,2582,2015-2019,Predicted (weighted),,
United States,10/28/17,US,2017,43,45-64 years,9981,2015-2019,Predicted (weighted),,
United States,10/28/17,US,2017,43,65-74 years,10029,2015-2019,Predicted (weighted),,
United States,10/28/17,US,2017,43,75-84 years,12571,2015-2019,Predicted (weighted),,
United States,10/28/17,US,2017,43,85 years and older,16275,2015-2019,Predicted (weighted),,
United States,10/28/17,US,2017,43,Under 25 years,1226,2015-2019,Predicted (weighted),,
United States,11/4/17,US,2017,44,25-44 years,2706,2015-2019,Predicted (weighted),,
United States,11/4/17,US,2017,44,45-64 years,10324,2015-2019,Predicted (weighted),,
United States,11/4/17,US,2017,44,65-74 years,10294,2015-2019,Predicted (weighted),,
United States,11/4/17,US,2017,44,75-84 years,12595,2015-2019,Predicted (weighted),,
United States,11/4/17,US,2017,44,85 years and older,16645,2015-2019,Predicted (weighted),,
United States,11/4/17,US,2017,44,Under 25 years,1265,2015-2019,Predicted (weighted),,
United States,11/11/17,US,2017,45,25-44 years,2768,2015-2019,Predicted (weighted),,
United States,11/11/17,US,2017,45,45-64 years,10244,2015-2019,Predicted (weighted),,
United States,11/11/17,US,2017,45,65-74 years,10298,2015-2019,Predicted (weighted),,
United States,11/11/17,US,2017,45,75-84 years,12457,2015-2019,Predicted (weighted),,
United States,11/11/17,US,2017,45,85 years and older,16442,2015-2019,Predicted (weighted),,
United States,11/11/17,US,2017,45,Under 25 years,1167,2015-2019,Predicted (weighted),,
United States,11/18/17,US,2017,46,25-44 years,2638,2015-2019,Predicted (weighted),,
United States,11/18/17,US,2017,46,45-64 years,10274,2015-2019,Predicted (weighted),,
United States,11/18/17,US,2017,46,65-74 years,10220,2015-2019,Predicted (weighted),,
United States,11/18/17,US,2017,46,75-84 years,12619,2015-2019,Predicted (weighted),,
United States,11/18/17,US,2017,46,85 years and older,16913,2015-2019,Predicted (weighted),,
United States,11/18/17,US,2017,46,Under 25 years,1247,2015-2019,Predicted (weighted),,
United States,11/25/17,US,2017,47,25-44 years,2727,2015-2019,Predicted (weighted),,
United States,11/25/17,US,2017,47,45-64 years,10262,2015-2019,Predicted (weighted),,
United States,11/25/17,US,2017,47,65-74 years,10374,2015-2019,Predicted (weighted),,
United States,11/25/17,US,2017,47,75-84 years,12912,2015-2019,Predicted (weighted),,
United States,11/25/17,US,2017,47,85 years and older,16734,2015-2019,Predicted (weighted),,
United States,11/25/17,US,2017,47,Under 25 years,1212,2015-2019,Predicted (weighted),,
United States,12/2/17,US,2017,48,25-44 years,2634,2015-2019,Predicted (weighted),,
United States,12/2/17,US,2017,48,45-64 years,10540,2015-2019,Predicted (weighted),,
United States,12/2/17,US,2017,48,65-74 years,10567,2015-2019,Predicted (weighted),,
United States,12/2/17,US,2017,48,75-84 years,12869,2015-2019,Predicted (weighted),,
United States,12/2/17,US,2017,48,85 years and older,17154,2015-2019,Predicted (weighted),,
United States,12/2/17,US,2017,48,Under 25 years,1135,2015-2019,Predicted (weighted),,
United States,12/9/17,US,2017,49,25-44 years,2671,2015-2019,Predicted (weighted),,
United States,12/9/17,US,2017,49,45-64 years,10594,2015-2019,Predicted (weighted),,
United States,12/9/17,US,2017,49,65-74 years,10662,2015-2019,Predicted (weighted),,
United States,12/9/17,US,2017,49,75-84 years,13151,2015-2019,Predicted (weighted),,
United States,12/9/17,US,2017,49,85 years and older,17505,2015-2019,Predicted (weighted),,
United States,12/9/17,US,2017,49,Under 25 years,1153,2015-2019,Predicted (weighted),,
United States,12/16/17,US,2017,50,25-44 years,2602,2015-2019,Predicted (weighted),,
United States,12/16/17,US,2017,50,45-64 years,10996,2015-2019,Predicted (weighted),,
United States,12/16/17,US,2017,50,65-74 years,10800,2015-2019,Predicted (weighted),,
United States,12/16/17,US,2017,50,75-84 years,13745,2015-2019,Predicted (weighted),,
United States,12/16/17,US,2017,50,85 years and older,18177,2015-2019,Predicted (weighted),,
United States,12/16/17,US,2017,50,Under 25 years,1214,2015-2019,Predicted (weighted),,
United States,12/23/17,US,2017,51,25-44 years,2849,2015-2019,Predicted (weighted),,
United States,12/23/17,US,2017,51,45-64 years,11058,2015-2019,Predicted (weighted),,
United States,12/23/17,US,2017,51,65-74 years,11169,2015-2019,Predicted (weighted),,
United States,12/23/17,US,2017,51,75-84 years,14113,2015-2019,Predicted (weighted),,
United States,12/23/17,US,2017,51,85 years and older,19199,2015-2019,Predicted (weighted),,
United States,12/23/17,US,2017,51,Under 25 years,1280,2015-2019,Predicted (weighted),,
United States,12/30/17,US,2017,52,25-44 years,2767,2015-2019,Predicted (weighted),,
United States,12/30/17,US,2017,52,45-64 years,11434,2015-2019,Predicted (weighted),,
United States,12/30/17,US,2017,52,65-74 years,11766,2015-2019,Predicted (weighted),,
United States,12/30/17,US,2017,52,75-84 years,14482,2015-2019,Predicted (weighted),,
United States,12/30/17,US,2017,52,85 years and older,19633,2015-2019,Predicted (weighted),,
United States,12/30/17,US,2017,52,Under 25 years,1174,2015-2019,Predicted (weighted),,
United States,1/6/18,US,2018,1,25-44 years,2937,2015-2019,Predicted (weighted),,
United States,1/6/18,US,2018,1,45-64 years,12359,2015-2019,Predicted (weighted),,
United States,1/6/18,US,2018,1,65-74 years,12296,2015-2019,Predicted (weighted),,
United States,1/6/18,US,2018,1,75-84 years,15737,2015-2019,Predicted (weighted),,
United States,1/6/18,US,2018,1,85 years and older,21733,2015-2019,Predicted (weighted),,
United States,1/6/18,US,2018,1,Under 25 years,1272,2015-2019,Predicted (weighted),,
United States,1/13/18,US,2018,2,25-44 years,2832,2015-2019,Predicted (weighted),,
United States,1/13/18,US,2018,2,45-64 years,12380,2015-2019,Predicted (weighted),,
United States,1/13/18,US,2018,2,65-74 years,12613,2015-2019,Predicted (weighted),,
United States,1/13/18,US,2018,2,75-84 years,16022,2015-2019,Predicted (weighted),,
United States,1/13/18,US,2018,2,85 years and older,22636,2015-2019,Predicted (weighted),,
United States,1/13/18,US,2018,2,Under 25 years,1178,2015-2019,Predicted (weighted),,
United States,1/20/18,US,2018,3,25-44 years,2671,2015-2019,Predicted (weighted),,
United States,1/20/18,US,2018,3,45-64 years,11585,2015-2019,Predicted (weighted),,
United States,1/20/18,US,2018,3,65-74 years,12135,2015-2019,Predicted (weighted),,
United States,1/20/18,US,2018,3,75-84 years,15534,2015-2019,Predicted (weighted),,
United States,1/20/18,US,2018,3,85 years and older,21684,2015-2019,Predicted (weighted),,
United States,1/20/18,US,2018,3,Under 25 years,1199,2015-2019,Predicted (weighted),,
United States,1/27/18,US,2018,4,25-44 years,2692,2015-2019,Predicted (weighted),,
United States,1/27/18,US,2018,4,45-64 years,11331,2015-2019,Predicted (weighted),,
United States,1/27/18,US,2018,4,65-74 years,11522,2015-2019,Predicted (weighted),,
United States,1/27/18,US,2018,4,75-84 years,15065,2015-2019,Predicted (weighted),,
United States,1/27/18,US,2018,4,85 years and older,21024,2015-2019,Predicted (weighted),,
United States,1/27/18,US,2018,4,Under 25 years,1284,2015-2019,Predicted (weighted),,
United States,2/3/18,US,2018,5,25-44 years,2752,2015-2019,Predicted (weighted),,
United States,2/3/18,US,2018,5,45-64 years,11097,2015-2019,Predicted (weighted),,
United States,2/3/18,US,2018,5,65-74 years,11579,2015-2019,Predicted (weighted),,
United States,2/3/18,US,2018,5,75-84 years,14526,2015-2019,Predicted (weighted),,
United States,2/3/18,US,2018,5,85 years and older,19941,2015-2019,Predicted (weighted),,
United States,2/3/18,US,2018,5,Under 25 years,1225,2015-2019,Predicted (weighted),,
United States,2/10/18,US,2018,6,25-44 years,2711,2015-2019,Predicted (weighted),,
United States,2/10/18,US,2018,6,45-64 years,11310,2015-2019,Predicted (weighted),,
United States,2/10/18,US,2018,6,65-74 years,11493,2015-2019,Predicted (weighted),,
United States,2/10/18,US,2018,6,75-84 years,14815,2015-2019,Predicted (weighted),,
United States,2/10/18,US,2018,6,85 years and older,19729,2015-2019,Predicted (weighted),,
United States,2/10/18,US,2018,6,Under 25 years,1185,2015-2019,Predicted (weighted),,
United States,2/17/18,US,2018,7,25-44 years,2641,2015-2019,Predicted (weighted),,
United States,2/17/18,US,2018,7,45-64 years,11053,2015-2019,Predicted (weighted),,
United States,2/17/18,US,2018,7,65-74 years,11353,2015-2019,Predicted (weighted),,
United States,2/17/18,US,2018,7,75-84 years,14303,2015-2019,Predicted (weighted),,
United States,2/17/18,US,2018,7,85 years and older,19406,2015-2019,Predicted (weighted),,
United States,2/17/18,US,2018,7,Under 25 years,1169,2015-2019,Predicted (weighted),,
United States,2/24/18,US,2018,8,25-44 years,2646,2015-2019,Predicted (weighted),,
United States,2/24/18,US,2018,8,45-64 years,10688,2015-2019,Predicted (weighted),,
United States,2/24/18,US,2018,8,65-74 years,11007,2015-2019,Predicted (weighted),,
United States,2/24/18,US,2018,8,75-84 years,13766,2015-2019,Predicted (weighted),,
United States,2/24/18,US,2018,8,85 years and older,18693,2015-2019,Predicted (weighted),,
United States,2/24/18,US,2018,8,Under 25 years,1152,2015-2019,Predicted (weighted),,
United States,3/3/18,US,2018,9,25-44 years,2754,2015-2019,Predicted (weighted),,
United States,3/3/18,US,2018,9,45-64 years,10735,2015-2019,Predicted (weighted),,
United States,3/3/18,US,2018,9,65-74 years,10780,2015-2019,Predicted (weighted),,
United States,3/3/18,US,2018,9,75-84 years,13571,2015-2019,Predicted (weighted),,
United States,3/3/18,US,2018,9,85 years and older,17827,2015-2019,Predicted (weighted),,
